"id","name_tc","description_tc","slug","series_last_rows","series_names"
"112324","全球-手機供應鏈-營業利益",,"world-mobile-phone-supply-chain-operating-profit","[[[""2024-01-01"",""2340.0000""],[""2024-04-01"",""2296.0000""]],[[""2024-04-01"",""24956.0160""],[""2024-07-01"",""23864.0000""]],[[""2024-01-01"",""480.8115""],[""2024-04-01"",""480.8115""]],[[""2024-01-01"",40689.0005],[""2024-04-01"",44108.7675]],[[""2024-04-01"",""5504.4330""],[""2024-07-01"",""6241.4040""]],[[""2024-01-01"",4624.777],[""2024-04-01"",4909.2015]],[[""2024-04-01"",""501.2750""],[""2024-07-01"",""125.0000""]]]","[""美國-高通[QCOM]"", ""台灣-聯發科[2454]"", ""香港-舜宇光學[2382]"", ""台灣-鴻海[2317](LTM)"", ""台灣-聯詠[3034]"", ""台灣-大立光[3008](LTM)"", ""台灣-穩懋[3105]""]"
"112340","全球-手機供應鏈-存貨(美元)","手機供應鏈包括手機晶片、鏡頭廠、代工廠、晶圓代工等，代表廠商包括高通、聯發科、舜宇光學、大立光、鴻海等，此圖表反映各廠商手中的待售商品、原材料或正在生產的產品多寡。

備註：此圖表已將不同幣別轉換為美元","world-mobile-phone-supply-chain-inventory-usd","[[[""2024-04-01"",""6020.0000""],[""2024-07-01"",""7188.0000""]],[[""2024-04-01"",""1705.7863""],[""2024-07-01"",""1727.1660""]],[[""2024-01-01"",""148.4525""],[""2024-04-01"",""150.6352""]],[[""2024-04-01"",""25739.0896""],[""2024-07-01"",""27429.2044""]],[[""2024-04-01"",""299.5942""],[""2024-07-01"",""290.6484""]],[[""2024-04-01"",""173.3048""],[""2024-07-01"",""176.9083""]],[[""2024-04-01"",""169.4326""],[""2024-07-01"",""157.3349""]]]","[""高通[QCOM]"", ""聯發科[2454]"", ""舜宇光學[2382](R)"", ""鴻海[2317]"", ""聯詠[3034](R)"", ""大立光[3008](R)"", ""穩懋[3105](R)""]"
"112618","全球-手機品牌廠-營業利益率","全球主要已上市手機品牌廠包括蘋果、三星、小米，此圖表反映各廠商在將毛利扣除銷貨成本和營業費用後，所能保留的利潤與總收入的比例。","world-mobile-phone-brand-company-operating-margin-bar","[[[""2024-07-01"",""31.1714""],[""2024-10-01"",""34.4586""]],[[""2024-07-01"",""11.6100""],[""2024-10-01"",""8.5751""]],[[""2024-04-01"",""6.7239""],[""2024-07-01"",""5.8968""]]]","[""蘋果[AAPL]"", ""三星電子[005930]"", ""小米[1810]""]"
"112329","全球-手機供應鏈-稀釋每股盈餘",,"world-mobile-phone-supply-chain-diluted-eps","[[[""2024-01-01"",""2.0651""],[""2024-04-01"",""1.8785""]],[[""2024-04-01"",""16.1500""],[""2024-07-01"",""15.9400""]],[[""2024-01-01"",""0.4950""],[""2024-04-01"",""0.4950""]],[[""2024-01-01"",2.6825],[""2024-04-01"",2.72]],[[""2024-04-01"",""8.8500""],[""2024-07-01"",""8.6400""]],[[""2024-01-01"",38.522625],[""2024-04-01"",40.012625]],[[""2024-04-01"",""1.1400""],[""2024-07-01"",""0.5400""]]]","[""美國-高通[QCOM]"", ""台灣-聯發科[2454]"", ""香港-舜宇光學[2382]"", ""台灣-鴻海[2317](LTM)"", ""台灣-聯詠[3034]"", ""台灣-大立光[3008](LTM)"", ""台灣-穩懋[3105]""]"
"112337","全球-手機供應鏈-營業利益率",,"world-mobile-phone-supply-chain-operating-margin","[[[""2024-01-01"",""24.9227""],[""2024-04-01"",""24.4437""]],[[""2024-04-01"",""19.6085""],[""2024-07-01"",""18.1044""]],[[""2024-01-01"",""5.0986""],[""2024-04-01"",""5.0986""]],[[""2024-01-01"",""2.7757""],[""2024-04-01"",""2.8766""]],[[""2024-04-01"",""21.8161""],[""2024-07-01"",""22.3976""]],[[""2024-01-01"",""35.0103""],[""2024-04-01"",""35.4109""]],[[""2024-04-01"",""10.1034""],[""2024-07-01"",""2.8748""]]]","[""美國-高通[QCOM]"", ""台灣-聯發科[2454]"", ""香港-舜宇光學[2382]"", ""台灣-鴻海[2317]"", ""台灣-聯詠[3034]"", ""台灣-大立光[3008]"", ""台灣-穩懋[3105]""]"
"112342","全球-手機供應鏈-存貨週轉天數","手機供應鏈包括手機晶片、鏡頭廠、代工廠、晶圓代工等，代表廠商包括高通、聯發科、舜宇光學、大立光、鴻海等，存貨週轉天數可用來觀察存貨轉換為銷售的時間，天數愈短代表庫存去化速度愈快，天數愈多代表庫存去化愈度愈慢，庫存出現堆積。","world-mobile-phone-supply-chain-days-inventory","[[[""2024-04-01"",""130.5259""],[""2024-07-01"",""133.0557""]],[[""2024-04-01"",""71.0152""],[""2024-07-01"",""72.8455""]],[[""2024-01-01"",""56.8827""],[""2024-04-01"",""54.5452""]],[[""2024-04-01"",""48.4288""],[""2024-07-01"",""43.7626""]],[[""2024-04-01"",""56.0959""],[""2024-07-01"",""50.3061""]],[[""2024-04-01"",""79.2572""],[""2024-07-01"",""53.4190""]],[[""2024-04-01"",""133.2393""],[""2024-07-01"",""138.6130""]]]","[""高通[QCOM]"", ""聯發科[2454]"", ""舜宇光學[2382]"", ""鴻海[2317]"", ""聯詠[3034]"", ""大立光[3008]"", ""穩懋[3105]""]"
"112345","全球-手機供應鏈-營收(美元)","手機供應鏈包括手機晶片、鏡頭廠、代工廠、晶圓代工等，代表廠商包括高通、聯發科、舜宇光學、大立光、鴻海等，營收主要反映其銷售狀況。

備註：此圖表已將不同幣別轉換為美元","world-mobile-phone-supply-chain-revenue-usd","[[[""2024-04-01"",""9393.0000""],[""2024-07-01"",""10244.0000""]],[[""2024-04-01"",""4051.9601""],[""2024-07-01"",""4092.1197""]],[[""2024-01-01"",""295.8783""],[""2024-04-01"",""300.2287""]],[[""2024-04-01"",50033.54135],[""2024-07-01"",51847.595125]],[[""2024-04-01"",""803.2858""],[""2024-07-01"",""865.1038""]],[[""2024-04-01"",429.477125],[""2024-07-01"",465.445175]],[[""2024-04-01"",""157.9581""],[""2024-07-01"",""134.9827""]]]","[""高通[QCOM]"", ""聯發科[2454]"", ""舜宇光學[2382](R)"", ""鴻海[2317](LTM)"", ""聯詠[3034](R)"", ""大立光[3008](LTM)(R)"", ""穩懋[3105](R)""]"
"112348","全球-手機供應鏈-營業利益(美元)","手機供應鏈包括手機晶片、鏡頭廠、代工廠、晶圓代工等，代表廠商包括高通、聯發科、舜宇光學、大立光、鴻海等，此圖表反映各廠商在將毛利扣除銷貨成本和營業費用後，所能保留的利潤。

備註：此圖表已將不同幣別轉換為美元","world-mobile-phone-supply-chain-operating-profit-usd","[[[""2024-04-01"",""2296.0000""],[""2024-07-01"",""2689.0000""]],[[""2024-04-01"",""794.5304""],[""2024-07-01"",""740.8576""]],[[""2024-04-01"",""1420.0826""],[""2024-07-01"",""1700.3647""]],[[""2024-01-01"",""15.0859""],[""2024-04-01"",""15.3077""]],[[""2024-04-01"",""175.2459""],[""2024-07-01"",""193.7630""]],[[""2024-04-01"",""123.8461""],[""2024-07-01"",""242.1742""]],[[""2024-04-01"",""15.9592""],[""2024-07-01"",""3.8942""]]]","[""高通[QCOM]"", ""聯發科[2454]"", ""鴻海[2317]"", ""舜宇光學[2382](R)"", ""聯詠[3034](R)"", ""大立光[3008](R)"", ""穩懋[3105](R)""]"
"112350","全球-手機供應鏈-稀釋每股盈餘(美元)","手機供應鏈包括手機晶片、鏡頭廠、代工廠、晶圓代工等，代表廠商包括高通、聯發科、舜宇光學、大立光、鴻海等，此圖表反映各廠商每一股的股票能賺進多少的利潤，並考慮近可轉換債券、股票期權等普通股的稀釋因子。

備註：此圖表已將不同幣別轉換為美元","world-mobile-phone-supply-chain-diluted-eps-usd","[[[""2024-04-01"",""1.8785""],[""2024-07-01"",""2.5767""]],[[""2024-04-01"",""0.5142""],[""2024-07-01"",""0.4939""]],[[""2024-01-01"",""0.0155""],[""2024-04-01"",""0.0158""]],[[""2024-04-01"",0.087],[""2024-07-01"",0.0893]],[[""2024-04-01"",""0.2818""],[""2024-07-01"",""0.2682""]],[[""2024-04-01"",1.276875],[""2024-07-01"",1.29825]],[[""2024-04-01"",""0.0363""],[""2024-07-01"",""0.0168""]]]","[""高通[QCOM]"", ""聯發科[2454]"", ""舜宇光學[2382]"", ""鴻海[2317](LTM)"", ""聯詠[3034]"", ""大立光[3008](LTM)"", ""穩懋[3105]""]"
"112352","南韓-實質GDP","國內生產毛額(Gross Domestic Product，GDP)，指一國在一段特定期間內，所生產的最終勞動或商品的總價值，為衡量一個國家經濟狀況和發展水平的重要經濟指標，而未剔除通膨影響前為「名目 GDP 」，剔除通膨影響則稱為「實質 GDP 」，較能反映真實經濟成長。

南韓 GDP 各細項比重：民間消費 47 ~ 48% 、政府消費 16 ~ 18% 、投資 29 ~ 31% 、出口 37 ~ 40% 、進口 32 ~ 34%","south-korea-real-gdp","[[[""2024-07-01"",""572216.0000""],[""2024-10-01"",""572594.9000""]],[[""2024-07-01"",""1.6300""],[""2024-10-01"",""1.2400""]]]","[""南韓-實質GDP(L)"", ""南韓-實質GDP(年增率,R)""]"
"113104","美國-達拉斯聯儲能源調查-所有公司-商業指標(季變化)","達拉斯聯儲能源調查主要是評估石油和天然氣公司的季度營運狀況，針對大約 200 家位於美國德州、新墨西哥州南部和路易斯安那州北部的能源公司進行抽樣調查，包含上游的能源勘探和生產（E&P）公司，以及油氣服務公司，但是不包括經營管道運輸服務的中游公司，或是負責煉油、銷售的下游公司。

達拉斯聯儲能源調查涵蓋多個面向，如商業活動、資本支出、就業、供應商交貨時間等。調查受訪者被問及與上一季和去年同期相比，其公司業務活動的各種指標是否增加、減少或保持不變。指數的計算方法為「回答該項目增加的百分比」減去「回答該項目減少的百分比」。

當指數大於零時，表示回答「增加」的公司比例超過回答「減少」的公司比例。反之若指數小於零，則代表回答「減少」的公司比例超過回答「增加」的公司比例。","us-dallas-fed-energy-survey-all-companies-business-indicators-qoq","[[[""2024-10-01"",""6.0000""],[""2025-01-01"",""3.8000""]],[[""2024-10-01"",""1.5000""],[""2025-01-01"",""9.4000""]],[[""2024-10-01"",""-4.6000""],[""2025-01-01"",""3.2000""]],[[""2024-10-01"",""2.2000""],[""2025-01-01"",""0.0000""]],[[""2024-10-01"",""0.0000""],[""2025-01-01"",""0.7000""]],[[""2024-10-01"",""21.7000""],[""2025-01-01"",""21.6000""]]]","[""商業活動"", ""資本支出"", ""供應商交貨時間"", ""就業"", ""工時"", ""工資""]"
"115503","全球-RWI/ISL貨櫃吞吐量指數","全球貨櫃吞吐量指數是由萊布尼茨經濟研究所（RWI）與航運經濟與物流協會（ISL）合作開發的貿易指標，透過 ISL 即時監測並收集來自全球 92 個國際港口的數據，約佔全球貨櫃吞吐量的六成，是國際貿易和經濟活動的重要指標。該指數每月發布一次，藍線為原始、非季節性調整（NSA）數值，紅線則為經季節性調整（SA）數值。","global-rwi-islcontainer-throughput-index","[[[""2024-12-01"",""128.8705""],[""2025-01-01"",""133.1287""]],[[""2024-12-01"",""126.0466""],[""2025-01-01"",""131.5724""]]]","[""全球-貨櫃吞吐量指數(NSA)"", ""全球-貨櫃吞吐量指數(SA)""]"
"112926","台灣-電子五哥-存貨週轉天數","台灣五大電子代工廠為電腦產業中的重要供應鏈，包括廣達、緯創、仁寶、英業達、和碩，存貨週轉天數可用來觀察存貨轉換為銷售的時間，天數愈短代表庫存去化速度愈快，天數愈多代表庫存去化愈度愈慢，庫存出現堆積。","taiwan-topfive-electronic-oem-days-inventory","[[[""2024-04-01"",""52.8313""],[""2024-07-01"",""46.7065""]],[[""2024-04-01"",""64.3296""],[""2024-07-01"",""61.4884""]],[[""2024-04-01"",""37.5547""],[""2024-07-01"",""34.2751""]],[[""2024-04-01"",""39.9525""],[""2024-07-01"",""41.4864""]],[[""2024-04-01"",""31.5026""],[""2024-07-01"",""26.7911""]]]","[""廣達[2382]"", ""緯創[3231]"", ""仁寶[2324]"", ""英業達[2356]"", ""和碩[4938]""]"
"112901","台灣-電子五哥-營收(台幣)","台灣五大電子代工廠為電腦產業中的重要供應鏈，包括廣達、緯創、仁寶、英業達、和碩，營收主要反映其銷售狀況。","taiwan-topfive-electronic-oem-revenue","[[[""2024-04-01"",""309954.1320""],[""2024-07-01"",""424549.2400""]],[[""2024-04-01"",""240206.6090""],[""2024-07-01"",""272542.2650""]],[[""2024-04-01"",""237209.1130""],[""2024-07-01"",""244317.4010""]],[[""2024-04-01"",""154158.7980""],[""2024-07-01"",""163815.3900""]],[[""2024-04-01"",""253707.7080""],[""2024-07-01"",""294230.7770""]]]","[""廣達[2382]"", ""緯創[3231]"", ""仁寶[2324]"", ""英業達[2356]"", ""和碩[4938]""]"
"112477","全球-面板產業-毛利率","全球主要面板供應廠包括京東方、 LG Display 、群創、友達和華興光電，此圖表反映各廠商在扣除銷貨成本（如原材料和直接勞動成本）後，所能保留的收入比率。","world-panel-industry-gross-margin","[[[""2024-04-01"",""10.0438""],[""2024-07-01"",""9.0174""]],[[""2024-04-01"",""11.2402""],[""2024-07-01"",""10.8738""]],[[""2024-04-01"",""17.4554""],[""2024-07-01"",""17.4063""]],[[""2024-04-01"",""13.0612""],[""2024-07-01"",""11.4990""]],[[""2024-07-01"",""12.3612""],[""2024-10-01"",""11.4993""]]]","[""群創[3481]"", ""友達[2409]"", ""京東方[000725]"", ""華星光電[000100]"", ""樂金顯示[034220]""]"
"112478","全球-面板產業-營業利益率","全球主要面板供應廠包括京東方、 LG Display 、群創、友達和華興光電，此圖表反映各廠商在將毛利扣除銷貨成本和營業費用後，所能保留的利潤與總收入的比例。","world-panel-industry-operating-margin","[[[""2024-04-01"",""0.6403""],[""2024-07-01"",""-1.4250""]],[[""2024-04-01"",""0.1440""],[""2024-07-01"",""-0.3986""]],[[""2024-04-01"",""6.4588""],[""2024-07-01"",""5.9438""]],[[""2024-04-01"",""4.9213""],[""2024-07-01"",""1.9353""]],[[""2024-04-01"",""-1.3964""],[""2024-07-01"",""-1.1816""]]]","[""群創[3481]"", ""友達[2409]"", ""京東方[000725]"", ""華星光電[000100]"", ""樂金顯示[034220]""]"
"112514","全球-總人口數(區域加總)",,"global-total-population-by-regions","[[[""2099-01-01"",""474215.2935""],[""2100-01-01"",""474966.0340""]],[[""2099-01-01"",""593961.2715""],[""2100-01-01"",""592250.6350""]],[[""2099-01-01"",""4634655.6745""],[""2100-01-01"",""4612667.5645""]],[[""2099-01-01"",""617164.2055""],[""2100-01-01"",""613447.2180""]],[[""2099-01-01"",""3799971.4860""],[""2100-01-01"",""3813883.6030""]],[[""2099-01-01"",""72721.1345""],[""2100-01-01"",""72945.6970""]]]","[""北美洲"", ""歐洲"", ""亞洲"", ""拉丁美洲"", ""非洲"", ""大洋洲""]"
"112899","全球-電腦品牌廠-營收(美元)","全球主要已上市電腦品牌廠包括聯想、惠普、戴爾、華碩、宏碁，營收主要反映其銷售狀況。

備註：此圖表已將不同幣別轉換為美元","world-computer-brand-company-revenue-usd","[[[""2024-04-01"",""15447.0560""],[""2024-07-01"",""17850.0940""]],[[""2024-04-01"",""13519.0000""],[""2024-07-01"",""14055.0000""]],[[""2024-04-01"",""25026.0000""],[""2024-07-01"",""24366.0000""]],[[""2024-04-01"",""4613.4257""],[""2024-07-01"",""5170.8413""]],[[""2024-04-01"",""2137.4888""],[""2024-07-01"",""2256.6691""]]]","[""聯想[0992]"", ""惠普[HPQ]"", ""戴爾[DELL]"", ""華碩[2357]"", ""宏碁[2353]""]"
"112579","全球-手機供應鏈-營業利益率","手機供應鏈包括手機晶片、鏡頭廠、代工廠、晶圓代工等，代表廠商包括高通、聯發科、舜宇光學、大立光、鴻海等，此圖表反映各廠商在將毛利扣除銷貨成本和營業費用後，所能保留的利潤與總收入的比例。","world-mobile-phone-supply-chain-operating-margin-bar","[[[""2024-04-01"",""24.4437""],[""2024-07-01"",""26.2495""]],[[""2024-04-01"",""19.6085""],[""2024-07-01"",""18.1044""]],[[""2024-04-01"",""2.8766""],[""2024-07-01"",""2.9533""]],[[""2024-01-01"",""5.0986""],[""2024-04-01"",""5.0986""]],[[""2024-04-01"",""21.8161""],[""2024-07-01"",""22.3976""]],[[""2024-04-01"",""35.4109""],[""2024-07-01"",""41.1670""]],[[""2024-04-01"",""10.1034""],[""2024-07-01"",""2.8748""]]]","[""高通[QCOM]"", ""聯發科[2454]"", ""鴻海[2317]"", ""舜宇光學[2382]"", ""聯詠[3034]"", ""大立光[3008]"", ""穩懋[3105]""]"
"112582","全球-手機品牌廠-毛利率","全球主要已上市手機品牌廠包括蘋果、三星、小米，此圖表反映各廠商在扣除銷貨成本（如原材料和直接勞動成本）後，所能保留的收入比率。","world-mobile-phone-brand-company-gross-margin-bar","[[[""2024-04-01"",""46.2571""],[""2024-07-01"",""46.2224""]],[[""2024-04-01"",""40.1741""],[""2024-07-01"",""37.9318""]],[[""2024-04-01"",""20.6936""],[""2024-07-01"",""20.4108""]]]","[""蘋果[AAPL]"", ""三星電子[005930]"", ""小米[1810]""]"
